estaca;area;esfuerzo;size;distancia;mata;cueva;ano;mes ;dia;semana;cant_obs
4;43,9658;1;6;12;1;5;2019;;;;
4;43,9658;1;7;13;3;4;2019;;;;
4;43,9658;1;10;14;1;9;2019;;;;
4;43,9658;1;5;15;1;4;2019;;;;
4;43,9658;1;9;16;3;6;2019;;;;
4;43,9658;1;8;17;4;4;2019;;;;
4;43,9658;1;6;18;6;0;2019;;;;
4;43,9658;1;4;19;3;1;2019;;;;
4;43,9658;1;14;20;9;5;2019;;;;
5;43,9658;1;1;3;1;0;2019;;;;
5;43,9658;1;1;4;1;0;2019;;;;
5;43,9658;1;1;5;0;1;2019;;;;
5;43,9658;1;4;7;1;3;2019;;;;
5;43,9658;1;6;8;3;3;2019;;;;
5;43,9658;1;9;9;3;6;2019;;;;
5;43,9658;1;12;10;8;4;2019;;;;
5;43,9658;1;3;11;2;1;2019;;;;
5;43,9658;1;5;12;1;4;2019;;;;
5;43,9658;1;3;13;1;2;2019;;;;
5;43,9658;1;8;14;1;7;2019;;;;
5;43,9658;1;5;15;2;3;2019;;;;
5;43,9658;1;5;16;4;1;2019;;;;
5;43,9658;1;14;17;13;1;2019;;;;
5;43,9658;1;9;18;8;1;2019;;;;
5;43,9658;1;7;19;7;0;2019;;;;
5;43,9658;1;9;20;8;1;2019;;;;
6;43,9658;1;2;1;2;0;2019;;;;
6;43,9658;1;2;2;2;0;2019;;;;
6;43,9658;1;3;3;3;0;2019;;;;
6;43,9658;1;8;4;8;0;2019;;;;
6;43,9658;1;5;5;5;0;2019;;;;
6;43,9658;1;7;6;6;1;2019;;;;
6;43,9658;1;4;7;4;0;2019;;;;
6;43,9658;1;9;8;8;1;2019;;;;
6;43,9658;1;9;9;9;0;2019;;;;
6;43,9658;1;4;10;4;0;2019;;;;
6;43,9658;1;10;11;9;1;2019;;;;
6;43,9658;1;8;12;8;0;2019;;;;
6;43,9658;1;9;13;8;1;2019;;;;
6;43,9658;1;7;14;7;0;2019;;;;
6;43,9658;1;11;15;9;2;2019;;;;
6;43,9658;1;14;16;9;5;2019;;;;
6;43,9658;1;12;17;10;2;2019;;;;
6;43,9658;1;4;18;3;1;2019;;;;
6;43,9658;1;10;19;8;2;2019;;;;
6;43,9658;1;12;20;8;4;2019;;;;
7;43,9658;1;2;2;1;1;2019;;;;
7;43,9658;1;8;3;4;4;2019;;;;
7;43,9658;1;11;4;9;2;2019;;;;
7;43,9658;1;14;5;12;2;2019;;;;
7;43,9658;1;14;6;12;2;2019;;;;
7;43,9658;1;11;7;9;2;2019;;;;
7;43,9658;1;12;8;12;0;2019;;;;
7;43,9658;1;15;9;14;1;2019;;;;
7;43,9658;1;16;10;12;4;2019;;;;
7;43,9658;1;13;11;11;2;2019;;;;
7;43,9658;1;12;12;11;1;2019;;;;
7;43,9658;1;19;13;16;3;2019;;;;
7;43,9658;1;15;14;15;0;2019;;;;
7;43,9658;1;16;15;15;1;2019;;;;
7;43,9658;1;11;16;6;5;2019;;;;
7;43,9658;1;8;17;6;2;2019;;;;
7;43,9658;1;14;18;11;3;2019;;;;
7;43,9658;1;11;19;6;5;2019;;;;
7;43,9658;1;23;20;21;2;2019;;;;
8;43,9658;1;1;1;0;1;2019;;;;
8;43,9658;1;1;6;0;1;2019;;;;
8;43,9658;1;1;7;0;1;2019;;;;
8;43,9658;1;4;8;0;4;2019;;;;
8;43,9658;1;3;9;0;3;2019;;;;
8;43,9658;1;2;10;0;2;2019;;;;
8;43,9658;1;4;11;0;4;2019;;;;
8;43,9658;1;3;12;0;3;2019;;;;
8;43,9658;1;2;13;0;2;2019;;;;
8;43,9658;1;2;14;0;2;2019;;;;
8;43,9658;1;4;15;0;4;2019;;;;
8;43,9658;1;5;16;0;5;2019;;;;
8;43,9658;1;2;17;1;1;2019;;;;
8;43,9658;1;12;18;5;7;2019;;;;
8;43,9658;1;18;19;7;11;2019;;;;
8;43,9658;1;28;20;11;17;2019;;;;
9;43,9658;1;3;1;3;0;2019;;;;
9;43,9658;1;5;2;5;0;2019;;;;
9;43,9658;1;3;3;3;0;2019;;;;
9;43,9658;1;2;4;2;0;2019;;;;
9;43,9658;1;2;5;2;0;2019;;;;
9;43,9658;1;1;9;1;0;2019;;;;
9;43,9658;1;4;10;4;0;2019;;;;
9;43,9658;1;6;11;6;0;2019;;;;
9;43,9658;1;5;12;5;0;2019;;;;
9;43,9658;1;2;14;2;0;2019;;;;
9;43,9658;1;1;15;1;0;2019;;;;
9;43,9658;1;4;17;4;0;2019;;;;
9;43,9658;1;5;18;5;0;2019;;;;
9;43,9658;1;3;19;3;0;2019;;;;
9;43,9658;1;5;20;5;0;2019;;;;
10;43,9658;1;1;3;1;0;2019;;;;
10;43,9658;1;2;4;2;0;2019;;;;
10;43,9658;1;5;5;4;1;2019;;;;
10;43,9658;1;7;6;6;1;2019;;;;
10;43,9658;1;9;7;8;1;2019;;;;
10;43,9658;1;2;8;2;0;2019;;;;
10;43,9658;1;6;9;4;2;2019;;;;
10;43,9658;1;3;10;1;2;2019;;;;
10;43,9658;1;3;11;2;1;2019;;;;
10;43,9658;1;4;12;3;1;2019;;;;
10;43,9658;1;3;13;3;0;2019;;;;
10;43,9658;1;7;14;4;3;2019;;;;
10;43,9658;1;6;15;2;4;2019;;;;
10;43,9658;1;5;16;2;3;2019;;;;
10;43,9658;1;5;17;3;2;2019;;;;
10;43,9658;1;10;18;8;2;2019;;;;
10;43,9658;1;9;19;8;1;2019;;;;
10;43,9658;1;12;20;9;3;2019;;;;
11;43,9658;1;2;2;2;0;2019;;;;
11;43,9658;1;7;3;6;1;2019;;;;
11;43,9658;1;5;4;5;0;2019;;;;
11;43,9658;1;10;5;10;0;2019;;;;
11;43,9658;1;12;6;10;2;2019;;;;
11;43,9658;1;6;7;5;1;2019;;;;
11;43,9658;1;9;8;6;3;2019;;;;
11;43,9658;1;8;9;6;2;2019;;;;
11;43,9658;1;13;10;10;3;2019;;;;
11;43,9658;1;7;11;7;0;2019;;;;
11;43,9658;1;6;12;5;1;2019;;;;
11;43,9658;1;6;13;5;1;2019;;;;
11;43,9658;1;9;14;7;2;2019;;;;
11;43,9658;1;1;15;1;0;2019;;;;
11;43,9658;1;4;16;3;1;2019;;;;
11;43,9658;1;2;17;0;2;2019;;;;
11;43,9658;1;1;18;1;0;2019;;;;
11;43,9658;1;2;19;2;0;2019;;;;
11;43,9658;1;4;20;3;1;2019;;;;
12;43,9658;1;2;2;2;0;2019;;;;
12;43,9658;1;10;3;10;0;2019;;;;
12;43,9658;1;6;4;6;0;2019;;;;
12;43,9658;1;17;5;17;0;2019;;;;
12;43,9658;1;8;6;8;0;2019;;;;
12;43,9658;1;10;7;10;0;2019;;;;
12;43,9658;1;7;8;7;0;2019;;;;
12;43,9658;1;2;9;2;0;2019;;;;
12;43,9658;1;6;10;6;0;2019;;;;
12;43,9658;1;13;11;13;0;2019;;;;
12;43,9658;1;16;12;16;0;2019;;;;
12;43,9658;1;16;13;16;0;2019;;;;
12;43,9658;1;8;15;8;0;2019;;;;
12;43,9658;1;5;16;5;0;2019;;;;
12;43,9658;1;3;17;3;0;2019;;;;
12;43,9658;1;15;18;15;0;2019;;;;
12;43,9658;1;18;19;18;0;2019;;;;
12;43,9658;1;16;20;16;0;2019;;;;
13;43,9658;1;2;1;0;2;2019;;;;
13;43,9658;1;3;2;0;3;2019;;;;
13;43,9658;1;3;3;0;3;2019;;;;
13;43,9658;1;1;4;0;1;2019;;;;
13;43,9658;1;7;5;0;7;2019;;;;
13;43,9658;1;8;6;0;8;2019;;;;
13;43,9658;1;6;7;0;6;2019;;;;
13;43,9658;1;10;8;0;10;2019;;;;
13;43,9658;1;7;9;0;7;2019;;;;
13;43,9658;1;14;10;0;14;2019;;;;
13;43,9658;1;7;11;0;7;2019;;;;
13;43,9658;1;12;12;0;12;2019;;;;
13;43,9658;1;11;13;0;11;2019;;;;
13;43,9658;1;11;14;0;11;2019;;;;
13;43,9658;1;7;15;0;7;2019;;;;
13;43,9658;1;6;16;0;6;2019;;;;
13;43,9658;1;6;17;0;6;2019;;;;
13;43,9658;1;3;18;0;3;2019;;;;
13;43,9658;1;3;19;0;3;2019;;;;
13;43,9658;1;7;20;0;7;2019;;;;
14;43,9658;1;6;5;6;0;2019;;;;
14;43,9658;1;10;6;10;0;2019;;;;
14;43,9658;1;24;7;24;0;2019;;;;
14;43,9658;1;27;8;27;0;2019;;;;
14;43,9658;1;21;9;21;0;2019;;;;
14;43,9658;1;19;10;19;0;2019;;;;
14;43,9658;1;15;11;15;0;2019;;;;
14;43,9658;1;28;12;28;0;2019;;;;
14;43,9658;1;15;13;15;0;2019;;;;
14;43,9658;1;4;14;4;0;2019;;;;
14;43,9658;1;14;15;14;0;2019;;;;
14;43,9658;1;7;16;7;0;2019;;;;
14;43,9658;1;9;17;9;0;2019;;;;
14;43,9658;1;16;18;16;0;2019;;;;
14;43,9658;1;18;19;18;0;2019;;;;
14;43,9658;1;36;20;36;0;2019;;;;
15;43,9658;1;1;2;0;1;2019;;;;
15;43,9658;1;1;3;0;1;2019;;;;
15;43,9658;1;9;4;3;6;2019;;;;
15;43,9658;1;12;5;7;5;2019;;;;
15;43,9658;1;7;6;5;2;2019;;;;
15;43,9658;1;13;7;7;6;2019;;;;
15;43,9658;1;10;8;5;5;2019;;;;
15;43,9658;1;11;9;5;6;2019;;;;
15;43,9658;1;6;10;2;4;2019;;;;
15;43,9658;1;7;11;5;2;2019;;;;
15;43,9658;1;12;12;9;3;2019;;;;
15;43,9658;1;11;13;10;1;2019;;;;
15;43,9658;1;7;14;5;2;2019;;;;
15;43,9658;1;15;15;7;8;2019;;;;
15;43,9658;1;5;16;1;4;2019;;;;
15;43,9658;1;20;17;12;8;2019;;;;
15;43,9658;1;13;18;11;2;2019;;;;
15;43,9658;1;16;19;11;5;2019;;;;
15;43,9658;1;19;20;13;6;2019;;;;
16;43,9658;1;2;2;0;2;2019;;;;
16;43,9658;1;2;3;0;2;2019;;;;
16;43,9658;1;3;4;0;3;2019;;;;
16;43,9658;1;7;5;0;7;2019;;;;
16;43,9658;1;5;6;0;5;2019;;;;
16;43,9658;1;9;7;0;9;2019;;;;
16;43,9658;1;10;8;0;10;2019;;;;
16;43,9658;1;14;9;0;14;2019;;;;
16;43,9658;1;9;10;2;7;2019;;;;
16;43,9658;1;13;11;2;11;2019;;;;
16;43,9658;1;10;12;2;8;2019;;;;
16;43,9658;1;12;13;4;8;2019;;;;
16;43,9658;1;14;14;2;12;2019;;;;
16;43,9658;1;12;15;2;10;2019;;;;
16;43,9658;1;10;16;3;7;2019;;;;
16;43,9658;1;8;17;0;8;2019;;;;
16;43,9658;1;12;18;0;12;2019;;;;
16;43,9658;1;5;19;0;5;2019;;;;
16;43,9658;1;12;20;0;12;2019;;;;
17;43,9658;1;9;4;8;1;2019;;;;
17;43,9658;1;18;5;17;1;2019;;;;
17;43,9658;1;15;6;15;0;2019;;;;
17;43,9658;1;13;7;8;5;2019;;;;
17;43,9658;1;5;8;4;1;2019;;;;
17;43,9658;1;14;9;12;2;2019;;;;
17;43,9658;1;13;10;12;1;2019;;;;
17;43,9658;1;19;11;16;3;2019;;;;
17;43,9658;1;1;12;1;0;2019;;;;
17;43,9658;1;15;13;14;1;2019;;;;
17;43,9658;1;22;14;20;2;2019;;;;
17;43,9658;1;24;15;22;2;2019;;;;
17;43,9658;1;22;16;21;1;2019;;;;
17;43,9658;1;26;17;24;2;2019;;;;
17;43,9658;1;29;18;28;1;2019;;;;
17;43,9658;1;29;19;28;1;2019;;;;
17;43,9658;1;26;20;22;4;2019;;;;
18;43,9658;1;4;1;4;0;2019;;;;
18;43,9658;1;4;2;4;0;2019;;;;
18;43,9658;1;5;3;5;0;2019;;;;
18;43,9658;1;2;4;2;0;2019;;;;
18;43,9658;1;11;5;11;0;2019;;;;
18;43,9658;1;1;6;1;0;2019;;;;
18;43,9658;1;8;7;8;0;2019;;;;
18;43,9658;1;11;8;11;0;2019;;;;
18;43,9658;1;12;9;12;0;2019;;;;
18;43,9658;1;14;10;14;0;2019;;;;
18;43,9658;1;13;11;13;0;2019;;;;
18;43,9658;1;20;12;20;0;2019;;;;
18;43,9658;1;23;13;23;0;2019;;;;
18;43,9658;1;31;14;31;0;2019;;;;
18;43,9658;1;10;15;10;0;2019;;;;
18;43,9658;1;29;16;26;3;2019;;;;
18;43,9658;1;14;17;10;4;2019;;;;
18;43,9658;1;19;18;18;1;2019;;;;
18;43,9658;1;18;19;18;0;2019;;;;
18;43,9658;1;14;20;14;0;2019;;;;
19;43,9658;1;5;2;5;0;2019;;;;
19;43,9658;1;6;3;6;0;2019;;;;
19;43,9658;1;5;4;5;0;2019;;;;
19;43,9658;1;5;5;5;0;2019;;;;
19;43,9658;1;1;7;1;0;2019;;;;
19;43,9658;1;5;8;5;0;2019;;;;
19;43,9658;1;4;9;4;0;2019;;;;
19;43,9658;1;4;10;2;2;2019;;;;
19;43,9658;1;1;11;1;0;2019;;;;
19;43,9658;1;5;12;5;0;2019;;;;
19;43,9658;1;2;13;2;0;2019;;;;
19;43,9658;1;2;14;2;0;2019;;;;
19;43,9658;1;3;15;3;0;2019;;;;
19;43,9658;1;7;16;6;1;2019;;;;
19;43,9658;1;12;17;11;1;2019;;;;
19;43,9658;1;19;18;19;0;2019;;;;
19;43,9658;1;17;19;16;1;2019;;;;
19;43,9658;1;30;20;29;1;2019;;;;
20;43,9658;1;1;4;1;0;2019;;;;
20;43,9658;1;4;5;4;0;2019;;;;
20;43,9658;1;1;6;1;0;2019;;;;
20;43,9658;1;4;7;4;0;2019;;;;
20;43,9658;1;4;8;4;0;2019;;;;
20;43,9658;1;3;9;3;0;2019;;;;
20;43,9658;1;5;10;5;0;2019;;;;
20;43,9658;1;6;11;6;0;2019;;;;
20;43,9658;1;6;12;6;0;2019;;;;
20;43,9658;1;17;13;17;0;2019;;;;
20;43,9658;1;12;14;12;0;2019;;;;
20;43,9658;1;13;15;13;0;2019;;;;
20;43,9658;1;21;16;21;0;2019;;;;
20;43,9658;1;17;17;17;0;2019;;;;
20;43,9658;1;28;18;28;0;2019;;;;
20;43,9658;1;19;19;19;0;2019;;;;
20;43,9658;1;23;20;23;0;2019;;;;
21;43,9658;1;1;1;1;0;2019;;;;
21;43,9658;1;11;2;11;0;2019;;;;
21;43,9658;1;9;3;9;0;2019;;;;
21;43,9658;1;11;4;11;0;2019;;;;
21;43,9658;1;19;5;19;0;2019;;;;
21;43,9658;1;10;6;10;0;2019;;;;
21;43,9658;1;8;7;8;0;2019;;;;
21;43,9658;1;19;8;19;0;2019;;;;
21;43,9658;1;10;9;10;0;2019;;;;
21;43,9658;1;13;10;13;0;2019;;;;
21;43,9658;1;5;11;5;0;2019;;;;
21;43,9658;1;9;12;9;0;2019;;;;
21;43,9658;1;6;13;6;0;2019;;;;
21;43,9658;1;12;14;12;0;2019;;;;
21;43,9658;1;13;15;13;0;2019;;;;
21;43,9658;1;9;16;9;0;2019;;;;
21;43,9658;1;2;17;2;0;2019;;;;
21;43,9658;1;4;18;4;0;2019;;;;
21;43,9658;1;9;19;9;0;2019;;;;
21;43,9658;1;15;20;15;0;2019;;;;
22;43,9658;1;5;3;5;0;2019;;;;
22;43,9658;1;5;4;4;1;2019;;;;
22;43,9658;1;10;5;10;0;2019;;;;
22;43,9658;1;3;6;2;1;2019;;;;
22;43,9658;1;9;7;9;0;2019;;;;
22;43,9658;1;7;8;6;1;2019;;;;
22;43,9658;1;7;9;7;0;2019;;;;
22;43,9658;1;9;10;8;1;2019;;;;
22;43,9658;1;13;11;11;2;2019;;;;
22;43,9658;1;12;12;8;4;2019;;;;
22;43,9658;1;6;13;4;2;2019;;;;
22;43,9658;1;22;14;18;4;2019;;;;
22;43,9658;1;22;15;20;2;2019;;;;
22;43,9658;1;14;16;13;1;2019;;;;
22;43,9658;1;18;17;12;6;2019;;;;
22;43,9658;1;28;18;28;0;2019;;;;
22;43,9658;1;20;19;20;0;2019;;;;
22;43,9658;1;18;20;18;0;2019;;;;
23;43,9658;1;1;3;1;0;2019;;;;
23;43,9658;1;1;5;1;0;2019;;;;
23;43,9658;1;5;6;5;0;2019;;;;
23;43,9658;1;4;7;4;0;2019;;;;
23;43,9658;1;1;8;1;0;2019;;;;
23;43,9658;1;5;9;4;1;2019;;;;
23;43,9658;1;9;10;8;1;2019;;;;
23;43,9658;1;7;11;6;1;2019;;;;
23;43,9658;1;11;12;10;1;2019;;;;
23;43,9658;1;10;13;10;0;2019;;;;
23;43,9658;1;13;14;10;3;2019;;;;
23;43,9658;1;12;15;11;1;2019;;;;
23;43,9658;1;14;16;13;1;2019;;;;
23;43,9658;1;20;17;17;3;2019;;;;
23;43,9658;1;15;18;15;0;2019;;;;
23;43,9658;1;15;19;15;0;2019;;;;
23;43,9658;1;16;20;14;2;2019;;;;
24;43,9658;1;4;2;0;4;2019;;;;
24;43,9658;1;4;3;0;4;2019;;;;
24;43,9658;1;4;4;3;1;2019;;;;
24;43,9658;1;6;5;6;0;2019;;;;
24;43,9658;1;9;6;8;1;2019;;;;
24;43,9658;1;12;7;9;3;2019;;;;
24;43,9658;1;17;8;13;4;2019;;;;
24;43,9658;1;6;9;6;0;2019;;;;
24;43,9658;1;19;10;19;0;2019;;;;
24;43,9658;1;10;11;10;0;2019;;;;
24;43,9658;1;12;12;12;0;2019;;;;
24;43,9658;1;10;13;10;0;2019;;;;
24;43,9658;1;9;14;9;0;2019;;;;
24;43,9658;1;15;15;15;0;2019;;;;
24;43,9658;1;19;16;16;3;2019;;;;
24;43,9658;1;13;17;13;0;2019;;;;
24;43,9658;1;22;18;21;1;2019;;;;
24;43,9658;1;14;19;14;0;2019;;;;
24;43,9658;1;23;20;19;4;2019;;;;
25;43,9658;1;1;1;1;0;2019;;;;
25;43,9658;1;2;2;2;0;2019;;;;
25;43,9658;1;1;3;1;0;2019;;;;
25;43,9658;1;1;6;1;0;2019;;;;
25;43,9658;1;1;8;1;0;2019;;;;
25;43,9658;1;2;9;2;0;2019;;;;
25;43,9658;1;4;10;4;0;2019;;;;
25;43,9658;1;5;11;5;0;2019;;;;
25;43,9658;1;5;12;4;1;2019;;;;
25;43,9658;1;3;13;3;0;2019;;;;
25;43,9658;1;8;14;7;1;2019;;;;
25;43,9658;1;6;15;6;0;2019;;;;
25;43,9658;1;12;16;10;2;2019;;;;
25;43,9658;1;8;17;8;0;2019;;;;
25;43,9658;1;13;18;11;2;2019;;;;
25;43,9658;1;5;19;3;2;2019;;;;
25;43,9658;1;10;20;8;2;2019;;;;
26;43,9658;1;2;3;2;0;2019;;;;
26;43,9658;1;2;4;2;0;2019;;;;
26;43,9658;1;7;5;7;0;2019;;;;
26;43,9658;1;3;6;2;1;2019;;;;
26;43,9658;1;6;7;6;0;2019;;;;
26;43,9658;1;8;8;8;0;2019;;;;
26;43,9658;1;3;9;3;0;2019;;;;
26;43,9658;1;9;10;9;0;2019;;;;
26;43,9658;1;2;11;2;0;2019;;;;
26;43,9658;1;1;12;1;0;2019;;;;
26;43,9658;1;1;14;0;1;2019;;;;
26;43,9658;1;5;15;5;0;2019;;;;
26;43,9658;1;3;16;3;0;2019;;;;
26;43,9658;1;3;17;3;0;2019;;;;
26;43,9658;1;4;18;2;2;2019;;;;
26;43,9658;1;5;19;5;0;2019;;;;
26;43,9658;1;15;20;15;0;2019;;;;
27;43,9658;1;2;3;2;0;2019;;;;
27;43,9658;1;7;4;7;0;2019;;;;
27;43,9658;1;3;5;3;0;2019;;;;
27;43,9658;1;6;6;6;0;2019;;;;
27;43,9658;1;4;7;4;0;2019;;;;
27;43,9658;1;7;8;7;0;2019;;;;
27;43,9658;1;6;9;6;0;2019;;;;
27;43,9658;1;7;10;7;0;2019;;;;
27;43,9658;1;4;11;4;0;2019;;;;
27;43,9658;1;5;12;5;0;2019;;;;
27;43,9658;1;11;13;11;0;2019;;;;
27;43,9658;1;25;14;25;0;2019;;;;
27;43,9658;1;19;15;19;0;2019;;;;
27;43,9658;1;15;16;15;0;2019;;;;
27;43,9658;1;28;17;28;0;2019;;;;
27;43,9658;1;39;18;37;2;2019;;;;
27;43,9658;1;15;19;15;0;2019;;;;
27;43,9658;1;15;20;13;2;2019;;;;
28;43,9658;1;1;3;1;0;2019;;;;
28;43,9658;1;3;4;2;1;2019;;;;
28;43,9658;1;3;5;2;1;2019;;;;
28;43,9658;1;8;6;7;1;2019;;;;
28;43,9658;1;11;7;6;5;2019;;;;
28;43,9658;1;11;8;10;1;2019;;;;
28;43,9658;1;9;9;8;1;2019;;;;
28;43,9658;1;4;10;3;1;2019;;;;
28;43,9658;1;11;11;10;1;2019;;;;
28;43,9658;1;12;12;9;3;2019;;;;
28;43,9658;1;7;13;5;2;2019;;;;
28;43,9658;1;7;14;3;4;2019;;;;
28;43,9658;1;5;15;3;2;2019;;;;
28;43,9658;1;10;16;9;1;2019;;;;
28;43,9658;1;10;17;5;5;2019;;;;
28;43,9658;1;5;18;3;2;2019;;;;
28;43,9658;1;5;19;4;1;2019;;;;
28;43,9658;1;18;20;7;11;2019;;;;
29;43,9658;1;2;4;2;0;2019;;;;
29;43,9658;1;2;5;2;0;2019;;;;
29;43,9658;1;2;6;2;0;2019;;;;
29;43,9658;1;2;7;2;0;2019;;;;
29;43,9658;1;16;8;15;1;2019;;;;
29;43,9658;1;10;9;10;0;2019;;;;
29;43,9658;1;7;10;7;0;2019;;;;
29;43,9658;1;10;11;10;0;2019;;;;
29;43,9658;1;10;12;9;1;2019;;;;
29;43,9658;1;18;13;18;0;2019;;;;
29;43,9658;1;21;14;21;0;2019;;;;
29;43,9658;1;47;15;45;2;2019;;;;
29;43,9658;1;34;16;34;0;2019;;;;
29;43,9658;1;23;17;17;6;2019;;;;
29;43,9658;1;34;18;33;1;2019;;;;
29;43,9658;1;53;19;53;0;2019;;;;
29;43,9658;1;29;20;27;2;2019;;;;
30;43,9658;1;1;4;0;1;2019;;;;
30;43,9658;1;2;5;2;0;2019;;;;
30;43,9658;1;2;6;2;0;2019;;;;
30;43,9658;1;8;7;8;0;2019;;;;
30;43,9658;1;16;8;16;0;2019;;;;
30;43,9658;1;10;9;10;0;2019;;;;
30;43,9658;1;10;10;9;1;2019;;;;
30;43,9658;1;14;11;14;0;2019;;;;
30;43,9658;1;13;12;10;3;2019;;;;
30;43,9658;1;11;13;8;3;2019;;;;
30;43,9658;1;15;14;13;2;2019;;;;
30;43,9658;1;18;15;16;2;2019;;;;
30;43,9658;1;22;16;20;2;2019;;;;
30;43,9658;1;15;17;15;0;2019;;;;
30;43,9658;1;35;18;34;1;2019;;;;
30;43,9658;1;21;19;21;0;2019;;;;
30;43,9658;1;20;20;15;5;2019;;;;
31;43,9658;1;1;4;1;0;2019;;;;
31;43,9658;1;9;5;9;0;2019;;;;
31;43,9658;1;7;6;7;0;2019;;;;
31;43,9658;1;13;7;13;0;2019;;;;
31;43,9658;1;10;8;10;0;2019;;;;
31;43,9658;1;16;9;16;0;2019;;;;
31;43,9658;1;7;10;7;0;2019;;;;
31;43,9658;1;6;11;6;0;2019;;;;
31;43,9658;1;17;12;17;0;2019;;;;
31;43,9658;1;22;13;22;0;2019;;;;
31;43,9658;1;48;14;48;0;2019;;;;
31;43,9658;1;16;15;16;0;2019;;;;
31;43,9658;1;15;16;15;0;2019;;;;
31;43,9658;1;5;17;5;0;2019;;;;
31;43,9658;1;5;18;5;0;2019;;;;
31;43,9658;1;1;19;1;0;2019;;;;
31;43,9658;1;11;20;11;0;2019;;;;
32;43,9658;1;2;7;2;0;2019;;;;
32;43,9658;1;4;8;4;0;2019;;;;
32;43,9658;1;4;9;4;0;2019;;;;
32;43,9658;1;9;10;9;0;2019;;;;
32;43,9658;1;6;11;6;0;2019;;;;
32;43,9658;1;8;12;6;2;2019;;;;
32;43,9658;1;9;13;8;1;2019;;;;
32;43,9658;1;13;14;10;3;2019;;;;
32;43,9658;1;14;15;13;1;2019;;;;
32;43,9658;1;8;16;7;1;2019;;;;
32;43,9658;1;13;17;11;2;2019;;;;
32;43,9658;1;10;18;5;5;2019;;;;
32;43,9658;1;9;19;5;4;2019;;;;
32;43,9658;1;7;20;4;3;2019;;;;
33;43,9658;1;3;5;3;0;2019;;;;
33;43,9658;1;2;6;2;0;2019;;;;
33;43,9658;1;1;7;1;0;2019;;;;
33;43,9658;1;1;8;1;0;2019;;;;
33;43,9658;1;1;9;1;0;2019;;;;
33;43,9658;1;1;13;1;0;2019;;;;
33;43,9658;1;1;15;1;0;2019;;;;
34;43,9658;1;2;3;2;0;2019;;;;
34;43,9658;1;1;4;0;1;2019;;;;
34;43,9658;1;8;5;5;3;2019;;;;
34;43,9658;1;7;6;5;2;2019;;;;
34;43,9658;1;12;7;9;3;2019;;;;
34;43,9658;1;11;8;5;6;2019;;;;
34;43,9658;1;8;9;3;5;2019;;;;
34;43,9658;1;16;10;6;10;2019;;;;
34;43,9658;1;12;11;8;4;2019;;;;
34;43,9658;1;18;12;7;11;2019;;;;
34;43,9658;1;11;13;3;8;2019;;;;
34;43,9658;1;8;14;1;7;2019;;;;
34;43,9658;1;19;15;8;11;2019;;;;
34;43,9658;1;11;16;6;5;2019;;;;
34;43,9658;1;23;17;13;10;2019;;;;
34;43,9658;1;7;18;3;4;2019;;;;
34;43,9658;1;8;19;4;4;2019;;;;
34;43,9658;1;9;20;7;2;2019;;;;
35;43,9658;1;1;1;1;0;2019;;;;
35;43,9658;1;2;2;2;0;2019;;;;
35;43,9658;1;3;3;3;0;2019;;;;
35;43,9658;1;3;5;3;0;2019;;;;
35;43,9658;1;2;6;2;0;2019;;;;
35;43,9658;1;5;7;4;1;2019;;;;
35;43,9658;1;5;8;3;2;2019;;;;
35;43,9658;1;4;9;3;1;2019;;;;
35;43,9658;1;4;10;3;1;2019;;;;
35;43,9658;1;3;11;2;1;2019;;;;
35;43,9658;1;6;12;5;1;2019;;;;
35;43,9658;1;4;13;3;1;2019;;;;
35;43,9658;1;12;14;8;4;2019;;;;
35;43,9658;1;6;15;5;1;2019;;;;
35;43,9658;1;16;16;14;2;2019;;;;
35;43,9658;1;7;17;6;1;2019;;;;
35;43,9658;1;18;18;14;4;2019;;;;
35;43,9658;1;15;19;14;1;2019;;;;
35;43,9658;1;26;20;23;3;2019;;;;
36;43,9658;1;1;2;1;0;2019;;;;
36;43,9658;1;4;4;4;0;2019;;;;
36;43,9658;1;11;5;11;0;2019;;;;
36;43,9658;1;4;6;4;0;2019;;;;
36;43,9658;1;2;8;2;0;2019;;;;
36;43,9658;1;15;9;15;0;2019;;;;
36;43,9658;1;19;10;19;0;2019;;;;
36;43,9658;1;31;11;31;0;2019;;;;
36;43,9658;1;29;12;29;0;2019;;;;
36;43,9658;1;32;13;32;0;2019;;;;
36;43,9658;1;19;14;19;0;2019;;;;
36;43,9658;1;38;15;38;0;2019;;;;
36;43,9658;1;27;16;27;0;2019;;;;
36;43,9658;1;20;17;20;0;2019;;;;
36;43,9658;1;28;18;28;0;2019;;;;
36;43,9658;1;20;19;20;0;2019;;;;
36;43,9658;1;26;20;26;0;2019;;;;
37;43,9658;1;5;3;5;0;2019;;;;
37;43,9658;1;3;4;2;1;2019;;;;
37;43,9658;1;4;5;4;0;2019;;;;
37;43,9658;1;7;6;7;0;2019;;;;
37;43,9658;1;3;7;3;0;2019;;;;
37;43,9658;1;4;8;2;2;2019;;;;
37;43,9658;1;7;9;7;0;2019;;;;
37;43,9658;1;6;10;4;2;2019;;;;
37;43,9658;1;6;11;3;3;2019;;;;
37;43,9658;1;10;12;5;5;2019;;;;
37;43,9658;1;7;13;5;2;2019;;;;
37;43,9658;1;11;14;8;3;2019;;;;
37;43,9658;1;5;15;4;1;2019;;;;
37;43,9658;1;10;16;7;3;2019;;;;
